date	phos_tot	phos_storm	solids_tot	solids_storm	q_tot	q_storm
5/31/07	0.11	0	0.01	0	0.13	0
6/1/07	0.13	0	0.01	0	0.16	0
6/2/07	0.27	0.14	0.02	0.01	0.33	0.17
6/3/07	0.65	0.52	0.04	0.03	0.79	0.63
6/4/07	0.48	0.29	0.03	0.02	0.58	0.35
6/5/07	0.28	0.09	0.02	0.01	0.34	0.11
6/6/07	0.19	0	0.01	0	0.23	0
6/7/07	0.16	0.09	0.01	0.01	0.2	0.12
6/8/07	0.12	0.05	0.01	0.01	0.15	0.07
6/9/07	0.07	0	0	0	0.08	0
6/10/07	0.02	0.02	0	0	0.02	0.02
6/11/07	0	0	0	0	0	0
6/12/07	0	0	0	0	0	0
6/13/07	0	0	0	0	0	0
6/14/07	0	0	0	0	0	0
6/15/07	0	0	0	0	0	0
6/16/07	0	0	0	0	0	0
6/17/07	0	0	0	0	0	0
6/18/07	0.02	0.02	0	0	0.02	0.02
6/19/07	0.19	0.19	0	0	0.23	0.23
6/20/07	0	0	0	0	0	0
6/21/07	0	0	0	0	0	0
6/22/07	0	0	0	0	0	0
6/23/07	0	0	0	0	0	0
6/24/07	0	0	0	0	0	0
6/25/07	0	0	0	0	0	0
6/26/07	0	0	0	0	0	0
6/27/07	0	0	0	0	0	0
6/28/07	0	0	0	0	0	0
6/29/07	0	0	0	0	0	0
6/30/07	0	0	0	0	0	0
7/1/07	0	0	0	0	0	0
7/2/07	0	0	0	0	0	0
7/3/07	0.03	0.03	0	0	0.04	0.04
7/4/07	0.04	0.02	0	0	0.05	0.03
7/5/07	0.03	0.01	0	0	0.04	0.02
7/6/07	0.02	0	0	0	0.02	0
7/7/07	0.12	0.12	0	0	0.15	0.15
7/8/07	0.02	0.02	0	0	0.02	0.02
7/9/07	0	0	0	0	0	0
7/10/07	0	0	0	0	0	0
7/11/07	0	0	0	0	0	0
7/12/07	0	0	0	0	0	0
7/13/07	0	0	0	0	0	0
7/14/07	0	0	0	0	0	0
7/15/07	0	0	0	0	0	0
7/16/07	0	0	0	0	0	0
7/17/07	0	0	0	0	0	0
7/18/07	0	0	0	0	0	0
7/19/07	0	0	0	0	0	0
7/20/07	0	0	0	0	0	0
7/21/07	0	0	0	0	0	0
7/22/07	0	0	0	0	0	0
7/23/07	0	0	0	0	0	0
7/24/07	0	0	0	0	0	0
7/25/07	0	0	0	0	0	0
7/26/07	0	0	0	0	0	0
7/27/07	0	0	0	0	0	0
7/28/07	0	0	0	0	0	0
7/29/07	0	0	0	0	0	0
7/30/07	0	0	0	0	0	0
7/31/07	0	0	0	0	0	0
8/1/07	0	0	0	0	0	0
8/2/07	0	0	0	0	0	0
8/3/07	0	0	0	0	0	0
8/4/07	0	0	0	0	0	0
8/5/07	0	0	0	0	0	0
8/6/07	0	0	0	0	0	0
8/7/07	0	0	0	0	0	0
8/8/07	0	0	0	0	0	0
8/9/07	0	0	0	0	0	0
8/10/07	0	0	0	0	0	0
8/11/07	0	0	0	0	0	0
8/12/07	0	0	0	0	0	0
8/13/07	0	0	0	0	0	0
8/14/07	0	0	0	0	0	0
8/15/07	0	0	0	0	0	0
8/16/07	0	0	0	0	0	0
8/17/07	0	0	0	0	0	0
8/18/07	0	0	0	0	0	0
8/19/07	0	0	0	0	0	0
8/20/07	0	0	0	0	0	0
8/21/07	0	0	0	0	0	0
8/22/07	0	0	0	0	0	0
8/23/07	0	0	0	0	0	0
8/24/07	0	0	0	0	0	0
8/25/07	0	0	0	0	0	0
8/26/07	0	0	0	0	0	0
8/27/07	0	0	0	0	0	0
8/28/07	0	0	0	0	0	0
8/29/07	0	0	0	0	0	0
8/30/07	0	0	0	0	0	0
8/31/07	0	0	0	0	0	0
9/1/07	0	0	0	0	0	0
9/2/07	0	0	0	0	0	0
9/3/07	0	0	0	0	0	0
9/4/07	0	0	0	0	0	0
9/5/07	0	0	0	0	0	0
9/6/07	0	0	0	0	0	0
9/7/07	0	0	0	0	0	0
9/8/07	0	0	0	0	0	0
9/9/07	0	0	0	0	0	0
9/10/07	0	0	0	0	0	0
9/11/07	0	0	0	0	0	0
9/12/07	0	0	0	0	0	0
9/13/07	0	0	0	0	0	0
9/14/07	0	0	0	0	0	0
9/15/07	0	0	0	0	0	0
9/16/07	0	0	0	0	0	0
9/17/07	0	0	0	0	0	0
9/18/07	0	0	0	0	0	0
9/19/07	0	0	0	0	0	0
9/20/07	0	0	0	0	0	0
9/21/07	0	0	0	0	0	0
9/22/07	0	0	0	0	0	0
9/23/07	0	0	0	0	0	0
9/24/07	0	0	0	0	0	0
9/25/07	0	0	0	0	0	0
9/26/07	0	0	0	0	0	0
9/27/07	0	0	0	0	0	0
9/28/07	0	0	0	0	0	0
9/29/07	0	0	0	0	0	0
9/30/07	0	0	0	0	0	0
10/1/07	0	0	0	0	0	0
10/2/07	0	0	0	0	0	0
10/3/07	0	0	0	0	0	0
10/4/07	0	0	0	0	0	0
10/5/07	0	0	0	0	0	0
10/6/07	0	0	0	0	0	0
10/7/07	0	0	0	0	0	0
10/8/07	0	0	0	0	0	0
10/9/07	0	0	0	0	0	0
10/10/07	0	0	0	0	0	0
10/11/07	0	0	0	0	0	0
10/12/07	0	0	0	0	0	0
10/13/07	0	0	0	0	0	0
10/14/07	0	0	0	0	0	0
10/15/07	0	0	0	0	0	0
10/16/07	0	0	0	0	0	0
10/17/07	0	0	0	0	0	0
10/18/07	50.8	50.8	1.28	1.28	9.55	9.55
10/19/07	86.9	86.9	2.26	2.26	18.23	18.23
10/20/07	16.4	15.84	0.29	0.28	3.76	3.61
10/21/07	3.31	2.75	0.05	0.04	0.83	0.68
10/22/07	0.56	0	0.01	0	0.15	0
10/23/07	0	0	0	0	0	0
10/24/07	0	0	0	0	0	0
10/25/07	0	0	0	0	0	0
10/26/07	0	0	0	0	0	0
10/27/07	0	0	0	0	0	0
10/28/07	0	0	0	0	0	0
10/29/07	0	0	0	0	0	0
10/30/07	0	0	0	0	0	0
10/31/07	0	0	0	0	0	0
11/1/07	0	0	0	0	0	0
11/2/07	0	0	0	0	0	0
11/3/07	0	0	0	0	0	0
11/4/07	0	0	0	0	0	0
11/5/07	0	0	0	0	0	0
11/6/07	0	0	0	0	0	0
11/7/07	0	0	0	0	0	0
11/8/07	0	0	0	0	0	0
11/9/07	0	0	0	0	0	0
11/10/07	0	0	0	0	0	0
11/11/07	0	0	0	0	0	0
11/12/07	0	0	0	0	0	0
11/13/07	0	0	0	0	0	0
11/14/07	0	0	0	0	0	0
11/15/07	0	0	0	0	0	0
11/16/07	0	0	0	0	0	0
11/17/07	0	0	0	0	0	0
11/18/07	0	0	0	0	0	0
11/19/07	0	0	0	0	0	0
11/20/07	0	0	0	0	0	0
11/21/07	0	0	0	0	0	0
11/22/07	0	0	0	0	0	0
11/23/07	0	0	0	0	0	0
11/24/07	0	0	0	0	0	0
11/25/07	0	0	0	0	0	0
11/26/07	0	0	0	0	0	0
11/27/07	0	0	0	0	0	0
11/28/07	0	0	0	0	0	0
11/29/07	0	0	0	0	0	0
11/30/07	0	0	0	0	0	0
12/1/07	0	0	0	0	0	0
12/2/07	0	0	0	0	0	0
12/3/07	0	0	0	0	0	0
12/4/07	0	0	0	0	0	0
12/5/07	0	0	0	0	0	0
12/6/07	0	0	0	0	0	0
12/7/07	0	0	0	0	0	0
12/8/07	0	0	0	0	0	0
12/9/07	0	0	0	0	0	0
12/10/07	0	0	0	0	0	0
12/11/07	0	0	0	0	0	0
12/12/07	0	0	0	0	0	0
12/13/07	0	0	0	0	0	0
12/14/07	0	0	0	0	0	0
12/15/07	0	0	0	0	0	0
12/16/07	0	0	0	0	0	0
12/17/07	0	0	0	0	0	0
12/18/07	0	0	0	0	0	0
12/19/07	0	0	0	0	0	0
12/20/07	0	0	0	0	0	0
12/21/07	0	0	0	0	0	0
12/22/07	0	0	0	0	0	0
12/23/07	38	38	1.1	1.1	13.18	13.18
12/24/07	25	25	0.72	0.72	9.4	9.4
12/25/07	34	26.1	0.99	0.76	11.72	7.78
12/26/07	16	8.1	0.47	0.24	6.85	2.91
12/27/07	7.9	0	0.23	0	3.94	0
12/28/07	4.4	2.27	0.13	0.08	2.54	1.26
12/29/07	3	0.87	0.07	0.02	1.8	0.52
12/30/07	2.13	0	0.05	0	1.28	0
12/31/07	1.61	0.4	0.04	0.01	0.97	0.23
1/1/08	1.31	0.1	0.03	0	0.8	0.06
1/2/08	1.21	0	0.03	0	0.74	0
1/3/08	1.21	0.01	0.03	0	0.74	0
1/4/08	1.2	0	0.03	0	0.74	0
1/5/08	1.21	0.01	0.03	0	0.75	0.01
1/6/08	2.12	0	0.05	0	1.3	0
1/7/08	931	928.88	160	159.95	103.22	101.92
1/8/08	1510	1507.88	317	316.95	205.34	204.04
1/9/08	857	793.2	118	116.92	146.9	126.47
1/10/08	147	83.2	6.37	5.29	38.81	18.38
1/11/08	63.8	0	1.08	0	20.43	0
1/12/08	32	18.6	1.21	0.72	13.13	6.41
1/13/08	20.8	7.4	0.78	0.29	9.45	2.73
1/14/08	13.4	0	0.49	0	6.72	0
1/15/08	9.79	4.22	0.35	0.17	5.46	1.96
1/16/08	6.86	1.29	0.24	0.06	4.2	0.7
1/17/08	5.57	0	0.18	0	3.5	0
1/18/08	4.23	1.64	0.12	0.06	2.7	1
1/19/08	3.4	0.81	0.09	0.03	2.2	0.5
1/20/08	2.59	0	0.06	0	1.7	0
1/21/08	2.1	0.73	0.04	0.02	1.4	0.46
1/22/08	1.77	0.4	0.03	0.01	1.2	0.26
1/23/08	1.37	0	0.02	0	0.94	0
1/24/08	1.2	0.26	0.02	0.01	0.84	0.16
1/25/08	0.99	0.05	0.01	0	0.71	0.03
1/26/08	0.94	0	0.01	0	0.68	0
1/27/08	0.9	0.04	0.01	0	0.66	0.02
1/28/08	0.86	0	0.01	0	0.64	0
1/29/08	1.14	0.28	0.01	0	0.86	0.22
1/30/08	2.7	0.4	0.08	0.01	1.7	0.2
1/31/08	5.4	3.1	0.16	0.09	2.9	1.4
2/1/08	2.3	0	0.07	0	1.5	0
2/2/08	1.5	0.6	0.04	0.04	1.1	0.36
2/3/08	1.03	0.13	0.01	0.01	0.84	0.1
2/4/08	0.9	0	0	0	0.74	0
2/5/08	0.72	0.01	0	0	0.6	0
2/6/08	0.71	0	0	0	0.6	0
2/7/08	0.71	0	0	0	0.6	0
2/8/08	0.71	0.02	0	0	0.6	0.02
2/9/08	0.69	0	0	0	0.58	0
2/10/08	0.69	0	0	0	0.58	0
2/11/08	1.7	0	0.05	0	1.2	0
2/12/08	2.3	0.6	0.07	0.02	1.5	0.3
2/13/08	1.9	0.2	0.06	0.01	1.3	0.1
2/14/08	1.7	0.6	0.05	0.04	1.2	0.26
2/15/08	1.18	0.08	0.01	0	1	0.06
2/16/08	1.1	0	0.01	0	0.94	0
2/17/08	1.17	0	0.01	0	1	0
2/18/08	1.4	0.23	0.01	0	1.2	0.2
2/19/08	1.29	0.12	0.01	0	1.1	0.1
2/20/08	1.4	0.33	0.01	0	1.2	0.28
2/21/08	1.28	0.21	0.01	0	1.1	0.18
2/22/08	1.07	0	0.01	0	0.92	0
2/23/08	0.91	0.17	0.01	0	0.78	0.14
2/24/08	0.77	0.03	0.01	0	0.66	0.02
2/25/08	0.74	0	0.01	0	0.64	0
2/26/08	0.73	0.04	0.01	0	0.63	0.03
2/27/08	0.7	0.01	0.01	0	0.61	0.01
2/28/08	0.69	0	0.01	0	0.6	0
2/29/08	0.69	0.01	0.01	0	0.6	0.01
3/1/08	0.68	0	0.01	0	0.59	0
3/2/08	0.85	0.17	0.01	0	0.74	0.15
3/3/08	4.61	0	0.18	0	4	0
3/4/08	61.6	56.99	0.87	0.69	21	17
3/5/08	52.7	48.09	0.51	0.33	16	12
3/6/08	27.3	17.1	0.15	0.07	12	4.6
3/7/08	15.8	5.6	0.1	0.02	9	1.6
3/8/08	10.2	0	0.08	0	7.4	0
3/9/08	7.91	2.14	0.07	0.02	6.2	1.4
3/10/08	6.44	0.67	0.06	0.01	5.2	0.4
3/11/08	5.77	0	0.05	0	4.8	0
3/12/08	6.29	1.47	0.06	0.01	5.4	1
3/13/08	5.2	0.38	0.05	0	4.6	0.2
3/14/08	4.82	0	0.05	0	4.4	0
3/15/08	66	0	1.04	0	20	0
3/16/08	165	99	2.8	1.76	39	19
3/17/08	130	64	1.66	0.62	34	14
3/18/08	103	0	0.95	0	29.79	0
3/19/08	231	128	16.5	15.55	85.26	55.47
3/20/08	469	366	40.3	39.35	159.38	129.59
3/21/08	400	299	21.3	20.19	123.75	80.09
3/22/08	118	17	1.99	0.88	47.04	3.38
3/23/08	101	0	1.11	0	43.66	0
3/24/08	85.9	0	1.71	0	39.03	0
3/25/08	407	321.1	44.3	42.59	96.1	57.07
3/26/08	672	586.1	79.4	77.69	159.82	120.79
3/27/08	282	213	25.9	23.51	89.28	59.57
3/28/08	71.9	2.9	3.25	0.86	30.75	1.04
3/29/08	69	0	2.39	0	29.71	0
3/30/08	68.7	0	1.87	0	29.73	0
3/31/08	399	330.3	94.5	92.63	79.21	49.48
4/1/08	2010	1941.3	716	714.13	230.69	200.96
4/2/08	83.5	39.7	3.54	2.66	36.31	14.87
4/3/08	57.9	14.1	1.3	0.42	27.75	6.31
4/4/08	43.8	0	0.88	0	21.44	0
4/5/08	37.9	15.3	0.7	0.34	18.91	7.2
4/6/08	30.9	8.3	0.53	0.17	15.67	3.96
4/7/08	22.6	0	0.36	0	11.71	0
4/8/08	30.2	0	1.58	0	14.58	0
4/9/08	809	778.8	137	135.42	177.42	162.84
4/10/08	125	94.8	9.47	7.89	52.75	38.17
4/11/08	2230	2135.2	494	487.25	380.44	330.83
4/12/08	342	247.2	29.5	22.75	128.35	78.74
4/13/08	94.8	0	6.75	0	49.61	0
4/14/08	27.2	17.44	1.45	1.23	18.79	11.23
4/15/08	15.5	5.74	0.51	0.29	11.38	3.82
4/16/08	9.76	0	0.22	0	7.56	0
4/17/08	6.74	0.41	0.15	0	5.4	0
4/18/08	6.71	0.38	0.15	0	5.57	0.17
4/19/08	6.33	0	0.15	0	5.42	0.02
4/20/08	4.53	1.49	0.11	0.03	4.01	1.14
4/21/08	3.46	0.42	0.09	0.01	3.16	0.29
4/22/08	3.04	0	0.08	0	2.87	0
4/23/08	2.94	0.57	0.08	0.02	2.86	0.47
4/24/08	2.37	0	0.06	0	2.39	0
4/25/08	19.6	17.23	1.94	1.88	11.1	8.71
4/26/08	165	151.2	19.3	19.05	44.81	38.46
4/27/08	36.1	22.3	0.9	0.65	11.3	4.95
4/28/08	13.8	0	0.25	0	6.35	0
4/29/08	8.39	5.18	0.17	0.09	4.91	1.96
4/30/08	4.96	1.75	0.11	0.03	3.64	0.69
5/1/08	3.21	0	0.08	0	2.95	0
5/2/08	2.99	0	0.08	0	3.27	0
5/3/08	4.75	1.76	0.13	0.05	5.39	2.12
5/4/08	3.37	0.38	0.08	0	3.95	0.68
5/5/08	2.34	0.67	0.05	0.02	2.84	0.66
5/6/08	1.81	0.14	0.04	0.01	2.28	0.1
5/7/08	1.67	0	0.03	0	2.18	0
5/8/08	1.43	0.45	0.03	0.01	1.93	0.5
5/9/08	1.18	0.2	0.02	0	1.65	0.22
5/10/08	0.98	0	0.02	0	1.43	0
5/11/08	0.92	0.26	0.02	0.01	1.38	0.31
5/12/08	0.76	0.1	0.01	0	1.19	0.12
5/13/08	0.66	0	0.01	0	1.07	0
5/14/08	0.69	0.02	0.01	0	1.16	0.07
5/15/08	0.78	0.11	0.01	0	1.3	0.21
5/16/08	0.67	0	0.01	0	1.09	0
5/17/08	0.52	0.12	0.01	0	0.84	0.21
5/18/08	0.44	0.04	0.01	0	0.7	0.07
5/19/08	0.4	0	0.01	0	0.63	0
5/20/08	0.37	0.08	0.01	0.01	0.58	0.15
5/21/08	0.32	0.03	0.01	0.01	0.49	0.06
5/22/08	0.29	0	0	0	0.43	0
5/23/08	0.26	0.03	0	0	0.39	0.06
5/24/08	0.24	0.01	0	0	0.36	0.03
5/25/08	0.23	0	0	0	0.33	0
5/26/08	0.24	0.07	0	0	0.33	0.09
5/27/08	0.2	0.03	0	0	0.28	0.04
5/28/08	0.17	0	0	0	0.24	0
5/29/08	0.17	0	0	0	0.23	0
5/30/08	0.26	0.09	0.01	0.01	0.36	0.13
5/31/08	0.22	0.05	0	0	0.31	0.08
6/1/08	0.18	0	0	0	0.26	0
6/2/08	0.28	0.1	0.01	0.01	0.41	0.15
6/3/08	0.27	0.09	0.01	0.01	0.4	0.14
6/4/08	0.21	0	0	0	0.31	0
6/5/08	0.31	0.1	0.01	0.01	0.46	0.15
6/6/08	0.32	0.11	0.01	0.01	0.49	0.18
6/7/08	0.4	0	0.01	0	0.61	0
6/8/08	89.1	88.7	13.3	13.29	25.36	24.75
6/9/08	988	987.6	196	195.99	181.2	180.59
6/10/08	72.2	53.3	7.47	5.67	22.11	15
6/11/08	18.9	0	1.8	0	7.11	0
6/12/08	403	384.1	194	192.2	34.43	27.32
6/13/08	2560	2530.8	611	608.37	363.03	352.59
6/14/08	113	83.8	11.4	8.77	30.98	20.54
6/15/08	29.2	0	2.63	0	10.44	0
6/16/08	11	7.64	0.99	0.74	5	2.94
6/17/08	5.39	2.03	0.47	0.22	3.06	1
6/18/08	3.36	0	0.25	0	2.06	0
6/19/08	2.24	1.4	0.14	0.11	1.41	0.85
6/20/08	1.34	0.5	0.07	0.04	0.87	0.31
6/21/08	0.84	0	0.03	0	0.56	0
6/22/08	0.76	0.25	0.02	0.01	0.52	0.15
6/23/08	0.66	0.15	0.02	0.01	0.46	0.09
6/24/08	0.51	0	0.01	0	0.37	0
6/25/08	0.39	0.16	0.01	0.01	0.28	0.11
6/26/08	0.29	0.06	0.01	0.01	0.21	0.04
6/27/08	0.23	0	0	0	0.17	0
6/28/08	0.27	0.06	0.01	0.01	0.2	0.04
6/29/08	0.29	0.08	0.01	0.01	0.21	0.05
6/30/08	0.21	0	0	0	0.16	0
7/1/08	0.2	0	0	0	0.15	0
7/2/08	735	734.8	191	191	55.61	55.46
7/3/08	419	418.8	74.2	74.2	49.65	49.5
7/4/08	32.5	30.75	2.58	2.49	8.18	7.1
7/5/08	5.7	3.95	0.25	0.16	2.42	1.34
7/6/08	1.75	0	0.09	0	1.08	0
7/7/08	2.81	2.07	0.13	0.1	1.81	1.3
7/8/08	2.31	1.57	0.09	0.06	1.53	1.02
7/9/08	0.74	0	0.03	0	0.51	0
7/10/08	0.37	0.05	0.01	0	0.26	0.03
7/11/08	0.32	0	0.01	0	0.23	0
7/12/08	31.5	31.18	4.69	4.68	6.8	6.57
7/13/08	8.58	7.74	0.51	0.49	3.32	2.78
7/14/08	1.72	0.88	0.06	0.04	1.03	0.49
7/15/08	0.84	0	0.02	0	0.54	0
7/16/08	0.6	0	0.02	0	0.42	0
7/17/08	6.02	5.42	0.06	0.04	1.79	1.37
7/18/08	10.3	9.7	0.1	0.08	2.96	2.54
7/19/08	3.62	2.27	0.04	0.03	1.08	0.64
7/20/08	2.2	0.85	0.02	0.01	0.69	0.25
7/21/08	1.35	0	0.01	0	0.44	0
7/22/08	1.05	0.55	0.01	0	0.35	0.18
7/23/08	0.8	0.3	0.01	0	0.27	0.1
7/24/08	0.5	0	0.01	0	0.17	0
7/25/08	0.28	0.28	0	0	0.09	0.09
7/26/08	0.09	0.09	0	0	0.03	0.03
7/27/08	0	0	0	0	0	0
7/28/08	0	0	0	0	0	0
7/29/08	0	0	0	0	0	0
7/30/08	0	0	0	0	0	0
7/31/08	0	0	0	0	0	0
8/1/08	0	0	0	0	0	0
8/2/08	0	0	0	0	0	0
8/3/08	0	0	0	0	0	0
8/4/08	0	0	0	0	0	0
8/5/08	0	0	0	0	0	0
8/6/08	0	0	0	0	0	0
8/7/08	0	0	0	0	0	0
8/8/08	0	0	0	0	0	0
8/9/08	0	0	0	0	0	0
8/10/08	0	0	0	0	0	0
8/11/08	0	0	0	0	0	0
8/12/08	0	0	0	0	0	0
8/13/08	0	0	0	0	0	0
8/14/08	0	0	0	0	0	0
8/15/08	0	0	0	0	0	0
8/16/08	0	0	0	0	0	0
8/17/08	0	0	0	0	0	0
8/18/08	0	0	0	0	0	0
8/19/08	0	0	0	0	0	0
8/20/08	0	0	0	0	0	0
8/21/08	0	0	0	0	0	0
8/22/08	0	0	0	0	0	0
8/23/08	0	0	0	0	0	0
8/24/08	0	0	0	0	0	0
8/25/08	0	0	0	0	0	0
8/26/08	0	0	0	0	0	0
8/27/08	0	0	0	0	0	0
8/28/08	0	0	0	0	0	0
8/29/08	0	0	0	0	0	0
8/30/08	0	0	0	0	0	0
8/31/08	0	0	0	0	0	0
9/1/08	0	0	0	0	0	0
9/2/08	0	0	0	0	0	0
9/3/08	0	0	0	0	0	0
9/4/08	0	0	0	0	0	0
9/5/08	0	0	0	0	0	0
9/6/08	0	0	0	0	0	0
9/7/08	0	0	0	0	0	0
9/8/08	0	0	0	0	0	0
9/9/08	0	0	0	0	0	0
9/10/08	0	0	0	0	0	0
9/11/08	0	0	0	0	0	0
9/12/08	0	0	0	0	0	0
9/13/08	0	0	0	0	0	0
9/14/08	0	0	0	0	0	0
9/15/08	0	0	0	0	0	0
9/16/08	0	0	0	0	0	0
9/17/08	0	0	0	0	0	0
9/18/08	0	0	0	0	0	0
9/19/08	0	0	0	0	0	0
9/20/08	0	0	0	0	0	0
9/21/08	0	0	0	0	0	0
9/22/08	0	0	0	0	0	0
9/23/08	0	0	0	0	0	0
9/24/08	0	0	0	0	0	0
9/25/08	0	0	0	0	0	0
9/26/08	0	0	0	0	0	0
9/27/08	0	0	0	0	0	0
9/28/08	0	0	0	0	0	0
9/29/08	0	0	0	0	0	0
9/30/08	0	0	0	0	0	0
10/1/08	0	0	0	0	0	0
10/2/08	0	0	0	0	0	0
10/3/08	0	0	0	0	0	0
10/4/08	0	0	0	0	0	0
10/5/08	0	0	0	0	0	0
10/6/08	0	0	0	0	0	0
10/7/08	0	0	0	0	0	0
10/8/08	0	0	0	0	0	0
10/9/08	0	0	0	0	0	0
10/10/08	0	0	0	0	0	0
10/11/08	0	0	0	0	0	0
10/12/08	0	0	0	0	0	0
10/13/08	0	0	0	0	0	0
10/14/08	0	0	0	0	0	0
10/15/08	0	0	0	0	0	0
10/16/08	0	0	0	0	0	0
10/17/08	0	0	0	0	0	0
10/18/08	0	0	0	0	0	0
10/19/08	0	0	0	0	0	0
10/20/08	0	0	0	0	0	0
10/21/08	0	0	0	0	0	0
10/22/08	0	0	0	0	0	0
10/23/08	0	0	0	0	0	0
10/24/08	0	0	0	0	0	0
10/25/08	0	0	0	0	0	0
10/26/08	0	0	0	0	0	0
10/27/08	0	0	0	0	0	0
10/28/08	0	0	0	0	0	0
10/29/08	0	0	0	0	0	0
10/30/08	0	0	0	0	0	0
10/31/08	0	0	0	0	0	0
11/1/08	0	0	0	0	0	0
11/2/08	0	0	0	0	0	0
11/3/08	0	0	0	0	0	0
11/4/08	0	0	0	0	0	0
11/5/08	0	0	0	0	0	0
11/6/08	0	0	0	0	0	0
11/7/08	0	0	0	0	0	0
11/8/08	0	0	0	0	0	0
11/9/08	0	0	0	0	0	0
11/10/08	0	0	0	0	0	0
11/11/08	0	0	0	0	0	0
11/12/08	0	0	0	0	0	0
11/13/08	0	0	0	0	0	0
11/14/08	0	0	0	0	0	0
11/15/08	0	0	0	0	0	0
11/16/08	0	0	0	0	0	0
11/17/08	0	0	0	0	0	0
11/18/08	0	0	0	0	0	0
11/19/08	0	0	0	0	0	0
11/20/08	0	0	0	0	0	0
11/21/08	0	0	0	0	0	0
11/22/08	0	0	0	0	0	0
11/23/08	0	0	0	0	0	0
11/24/08	0	0	0	0	0	0
11/25/08	0	0	0	0	0	0
11/26/08	0	0	0	0	0	0
11/27/08	0	0	0	0	0	0
11/28/08	0	0	0	0	0	0
11/29/08	0	0	0	0	0	0
11/30/08	0	0	0	0	0	0
12/1/08	0	0	0	0	0	0
12/2/08	0	0	0	0	0	0
12/3/08	0	0	0	0	0	0
12/4/08	0	0	0	0	0	0
12/5/08	0	0	0	0	0	0
12/6/08	0	0	0	0	0	0
12/7/08	0	0	0	0	0	0
12/8/08	0.21	0.21	0	0	0.19	0.19
12/9/08	0	0	0	0	0	0
12/10/08	0	0	0	0	0	0
12/11/08	0	0	0	0	0	0
12/12/08	0	0	0	0	0	0
12/13/08	0	0	0	0	0	0
12/14/08	0	0	0	0	0	0
12/15/08	0	0	0	0	0	0
12/16/08	0	0	0	0	0	0
12/17/08	0	0	0	0	0	0
12/18/08	0	0	0	0	0	0
12/19/08	0	0	0	0	0	0
12/20/08	0	0	0	0	0	0
12/21/08	0	0	0	0	0	0
12/22/08	0	0	0	0	0	0
12/23/08	0	0	0	0	0	0
12/24/08	0	0	0	0	0	0
12/25/08	0	0	0	0	0	0
12/26/08	0	0	0	0	0	0
12/27/08	0	0	0	0	0	0
12/28/08	0.07	0	0	0	0.06	0
12/29/08	1.38	1.31	0.02	0.02	0.83	0.77
12/30/08	3.6	3.53	0.07	0.07	1.89	1.83
12/31/08	5.4	3.7	0.11	0.08	2.7	1.7
1/1/09	3.4	1.7	0.06	0.03	1.78	0.78
1/2/09	1.7	0	0.03	0	1	0
1/3/09	0.77	0.38	0.01	0.01	0.5	0.18
1/4/09	0.46	0.07	0	0	0.38	0.06
1/5/09	0.39	0	0	0	0.32	0
1/6/09	0.34	0.06	0	0	0.28	0.05
1/7/09	0.32	0.04	0	0	0.26	0.03
1/8/09	0.28	0	0	0	0.23	0
1/9/09	0.26	0.05	0	0	0.21	0.04
1/10/09	0.25	0.04	0	0	0.2	0.03
1/11/09	0.21	0	0	0	0.17	0
1/12/09	0.19	0.04	0	0	0.15	0.03
1/13/09	0.16	0.01	0	0	0.13	0.01
1/14/09	0.15	0	0	0	0.12	0
1/15/09	0.15	0	0	0	0.11	0
1/16/09	0.15	0	0	0	0.12	0.01
1/17/09	0.17	0.02	0	0	0.13	0.02
1/18/09	0.13	0.02	0	0	0.1	0.02
1/19/09	0.12	0.01	0	0	0.09	0.01
1/20/09	0.11	0	0	0	0.08	0
1/21/09	0.12	0.02	0	0	0.09	0.01
1/22/09	0.12	0.02	0	0	0.09	0.01
1/23/09	0.1	0	0	0	0.08	0
1/24/09	0.09	0.01	0	0	0.07	0.01
1/25/09	0.08	0	0	0	0.06	0
1/26/09	0.08	0	0	0	0.06	0
1/27/09	0.08	0	0	0	0.06	0
1/28/09	0.08	0	0	0	0.06	0
1/29/09	0.09	0.01	0	0	0.07	0.01
1/30/09	0.1	0	0	0	0.08	0
1/31/09	0.14	0.04	0	0	0.11	0.03
2/1/09	0.17	0.07	0	0	0.13	0.05
2/2/09	0.13	0.01	0	0	0.1	0.01
2/3/09	0.13	0.01	0	0	0.1	0.01
2/4/09	0.12	0	0	0	0.09	0
2/5/09	0.12	0.02	0	0	0.09	0.01
2/6/09	0.1	0	0	0	0.08	0
2/7/09	0.1	0	0	0	0.08	0
2/8/09	0.1	0	0	0	0.08	0
2/9/09	0.65	0.55	0.01	0.01	0.5	0.42
2/10/09	45	44.9	1.18	1.18	20	19.92
2/11/09	63.6	55.93	3.27	3.1	18	14.8
2/12/09	19.6	11.93	0.76	0.59	7	3.8
2/13/09	7.67	0	0.17	0	3.2	0
2/14/09	5.43	2.1	0.08	0.06	2.6	0.5
2/15/09	4.19	0.86	0.04	0.02	2.3	0.2
2/16/09	3.33	0	0.02	0	2.1	0
2/17/09	2.3	1.32	0.02	0.01	1.7	0.7
2/18/09	1.39	0.41	0.01	0	1.2	0.2
2/19/09	0.98	0	0.01	0	1	0
2/20/09	0.8	0.12	0.01	0	0.92	0.12
2/21/09	0.74	0.06	0.01	0	0.86	0.06
2/22/09	0.68	0	0.01	0	0.8	0
