storm_num,num_days,startdatetime,enddatetime,num_events,theisen,p5max,p10max,p15max,p30max,p60max,ei,duration,intense,ap_1day,ap_3day,ap_5day,tmax,tmin,tmean,nws_prec,nws_snow,melt_snow,p,s,m,event_type,sweq,start_day,end_day,month,year,ptot_max,ptot_tot,ptot_avg,pstorm_max,pstorm_tot,pstorm_avg,stot_max,stot_tot,stot_avg,sstorm_max,sstorm_tot,sstorm_avg,qtot_max,qtot_tot,qtot_avg,qstorm_max,qstorm_tot,qstorm_avg,melt_water,total_water
64,3,,,,,,,,,,,,,,,,24,-5,12,0.05,0.5,0.5,P,S,M,3,,1/17/92,1/19/92,1,1992,1.94,5.35,1.78,0.16,0.22,0.07,0.18,0.51,0.17,0.01,0.01,0,7.2,19.8,6.6,0.6,0.8,0.27,NA,NA
65,3,,,,,,,,,,,,,,,,37,7,26,0.04,1,1,P,S,M,3,,1/20/92,1/22/92,1,1992,1.59,4.56,1.52,0.11,0.17,0.06,0.16,0.45,0.15,0.02,0.03,0.01,5.9,16.9,5.63,0.4,0.6,0.2,NA,NA
66,2,,,,,,,,,,,,,,,,33,18,27,0,0,1.5,,,M,5,5.00%,1/27/92,1/28/92,1,1992,1.27,2.54,1.27,0.03,0.06,0.03,0.11,0.21,0.11,0.01,0.02,0.01,4.7,9.4,4.7,0.1,0.2,0.1,0.08,0.08
67,2,,,,,,,,,,,,,,,,41,20,30,0,0,Z,,,M,6,,1/29/92,1/30/92,1,1992,1.24,2.48,1.24,0.02,0.02,0.01,0.1,0.2,0.1,0.01,0.01,0.01,4.6,9.2,4.6,0.1,0.1,0.05,NA,NA
68,5,,,,,,,,,,,,,,,,50,19,34,0,0,Z,,,M,6,,2/2/92,2/6/92,2,1992,1.22,5.92,1.18,0.04,0.12,0.02,0.09,0.42,0.08,0.01,0.04,0.01,4.5,21.9,4.38,0.1,0.3,0.06,NA,NA
69,4,,,,,,,,,,,,,,,,34,10,25,0.12,2.7,1.5,P,S,M,3,,2/10/92,2/13/92,2,1992,1.25,4.48,1.12,0.21,0.31,0.08,0.06,0.25,0.06,0,0,0,3.9,15.3,3.83,0,0,0,NA,NA
70,2,2/15/92 4:55,2/15/92 12:00,1,0.34,0.96,0.6,0.4,0.26,0.13,0.726,7.08,0.048,0,0,0,36,20,30,0.51,5,1,P,S,M,2,20.00%,2/15/92,2/16/92,2,1992,1.55,3.03,1.52,0.21,0.35,0.18,0.07,0.13,0.07,0.01,0.01,0.01,3.7,7.2,3.6,0.2,0.2,0.1,0.2,0.54
71,2,2/18/92 7:55,2/18/92 18:00,1,0.2,0.48,0.24,0.16,0.08,0.04,0.116,10.08,0.02,0,0.29,0.34,37,30,34,0.45,1.5,2,P,S,M,2,25.00%,2/18/92,2/19/92,2,1992,2.05,3.94,1.97,0.36,0.56,0.28,0.07,0.14,0.07,0,0,0,3.5,7,3.5,0,0,0,0.5,0.7
72,5,,,,,,,,,,,,,,,,40,23,34,0,0,4,,,M,5,,2/20/92,2/24/92,2,1992,4.73,17.01,3.4,0.8,2.1,0.42,0.12,0.46,0.09,0.02,0.05,0.01,5.5,21.7,4.34,0.8,1.8,0.36,NA,NA
73,5,,,,,,,,,,,,,,,,58,14,36,0,0,1,,,M,5,10.00%,2/26/92,3/1/92,2,1992,91.41,205.72,41.14,61.14,133.24,26.65,12.2,23.91,4.78,10.18,19.58,3.92,24,74.2,14.84,13.4,24.4,4.88,0.1,0.1
74,3,3/5/92 19:55,3/6/92 6:25,1,0.35,0.576,0.39,0.3,0.23,0.142,0.5,10.5,0.033,0.006,0.018,0.018,44,36,40,0.34,0,0,P,,,1,,3/5/92,3/7/92,3,1992,67.35,109.43,36.48,51.7,63.19,21.06,10.74,14.65,4.88,9.24,10.99,3.66,32,71,23.67,13,20,6.67,0,0.35
75,3,3/8/92 22:20,3/9/92 17:35,1,0.562,0.288,0.282,0.256,0.198,0.15,0.684,19.25,0.029,0,0.379,0.409,53,15,35,1.3,NA,1,P,S,M,2,16.67%,3/8/92,3/10/92,3,1992,83.98,118.28,39.43,67.84,70.35,23.45,22.74,25.43,8.48,21.95,22.35,7.45,36,81,27,10,10,3.33,0.17,0.73
