storm_num,num_days,num_events,theisen,p5max,p10max,p15max,p30max,p60max,ei,duration,intense,ap_1day,ap_2day,ap_3day,tmax,tmin,tmean,nws_prec,nws_snow,melt_snow,p,s,m,event_type,sweq,julian,sinJulian,cosJulian,month,year,ptot_max,ptot_tot,ptot_avg,pstorm_max,pstorm_tot,pstorm_avg,stot_max,stot_tot,stot_avg,sstorm_max,sstorm_tot,sstorm_avg,logptotmax,logptottot,logptotavg,logpstormmax,logpstormtot,logpstormavg,logstotmax,logstottot,logstotavg,logsstormmax,logsstormtot,logsstormavg,qtot_max,qtot_tot,qtot_avg,qstorm_max,qstorm_tot,qstorm_avg,melt_water,total_water
8,2,1,0.35,0.24,0.24,0.24,0.2,0.19,0.46,7.33,0.048,0.25,0.27,0.27,59,30,47,0.41,0,0,P,na,na,1,na,331,-0.552435313,0.833555772,11,1990,27,39,19.5,15,15,7.5,3.26,4.49,2.25,2.03,2.03,1.02,1.431524584,1.59117595,1.290257269,1.176380692,1.176380692,0.875639937,0.514547753,0.653212514,0.354108439,0.309630167,0.309630167,0.012837225,13,20.8,10.4,5.2,5.2,2.6,0,0.35
10,2,1,0.29,0.12,0.12,0.08,0.06,0.06,0.106,12.58,0.023,0,0.01,0.01,38,25,33,0.31,0,0,P,na,na,1,33.33,349,-0.271958158,0.962309077,12,1990,3.66,7.29,3.64,0.47,0.9,0.45,0.29,0.58,0.29,0.03,0.05,0.03,0.564666064,0.86332286,0.562292864,-0.318758763,-0.040958608,-0.337242168,-0.522878745,-0.229147988,-0.522878745,-1.397940009,-1.22184875,-1.397940009,7,13.7,6.85,0.8,1.3,0.65,0,0.29
11,4,1,0.52,0.24,0.24,0.24,0.24,0.2,0.882,6.92,0.075,0,0.01,0.01,38,-2,20,0.13,2,1,P,S,M,2,16.21,362,-0.051619667,0.998666816,12,1990,2.43,8.39,2.1,0.95,2.24,0.56,0.24,0.83,0.21,0.1,0.23,0.06,0.387389826,0.924279286,0.324282455,-0.017728767,0.352182518,-0.244125144,-0.602059991,-0.075720714,-0.657577319,-0.958607315,-0.619788758,-1.15490196,6,20.9,5.23,2.5,5.5,1.38,0.16,0.68
13,5,1,0.25,0.12,0.12,0.08,0.08,0.06,0.122,10.5,0.024,0,0.03,0.12,38,22,30,0.61,8.1,6.1,P,S,M,2,17.53,11,0.18822671,0.982125606,1,1991,1.56,7.04,1.41,0.48,0.96,0.19,0.19,0.87,0.17,0.06,0.12,0.02,0.195899652,0.848189117,0.152288344,-0.30980392,-0.013228266,-0.698970004,-0.698970004,-0.055517328,-0.744727495,-1.15490196,-0.886056648,-1.522878745,5,22.5,4.5,1.5,3,0.6,1.07,1.32
23,4,1,0.922,0.216,0.186,0.144,0.104,0.1,0.515,26.42,0.035,0,0,0,41,14,28,1.1,0,0,P,na,na,1,37.5,60,0.858763958,0.512371412,3,1991,81.42,150.54,37.64,80.48,137.86,34.47,13.77,27.78,6.94,13.13,25.52,6.38,1.910784435,2.17768076,1.575764981,1.905741927,2.139469776,1.537567257,1.139249218,1.443888547,0.841984805,1.118595365,1.407050815,0.805500858,30,68,17,26.5,41,10.25,0,0.92
28,3,1,0.373,0.3,0.258,0.268,0.22,0.152,0.504,9.58,0.039,0,0.016,0.032,49,32,41,0.42,0,0,P,na,na,1,na,81,0.984473817,0.17553149,3,1991,86.2,107.8,35.93,76.98,81.35,27.12,13.1,14.84,4.95,12.27,12.6,4.2,1.935557645,2.032659046,1.555578073,1.88643432,1.91041094,1.433449794,1.117602692,1.171726454,0.695481676,1.089198367,1.100715087,0.624282096,27,67,22.33,10,19,6.33,0,0.37
29,3,1,0.415,0.492,0.444,0.316,0.236,0.128,0.596,20,0.021,0.051,0.051,0.532,69,27,48,0.6,0,0,P,na,na,1,na,85,0.994217907,0.107381347,3,1991,86.2,188.1,62.7,78.71,165.12,55.04,13.1,27.35,9.12,12.67,25.91,8.64,1.935557645,2.274411883,1.797336801,1.896085085,2.217825981,1.740757323,1.117602692,1.437116093,0.960470778,1.103119254,1.413634997,0.937016107,27,65,21.67,12,21,7,0,0.42
31,2,1,0.7,0.3,0.3,0.28,0.256,0.218,1.142,10.75,0.065,0.03,0.102,1.286,54,37,46,1.35,0,0,P,na,na,1,na,104,0.976010551,-0.21772323,4,1991,119,215.6,107.8,69.6,116.8,58.4,19.2,34.2,17.1,12.48,20.76,10.38,2.075583455,2.3336689,2.032659046,1.842671634,2.067480024,1.766487206,1.283527365,1.534153074,1.23325001,1.096562438,1.317436497,1.016615548,33,62,31,14,24,12,0,0.7
32,4,1,0.486,3.468,2.178,1.704,0.922,na,4.315,0.83,0.583,0,0,0.002,59,41,51,0.26,0,0,P,na,na,1,na,117,0.903355802,-0.428891938,4,1991,1.63,5.86,1.46,0.6,1.26,0.32,0.1,0.36,0.09,0.05,0.08,0.02,0.214843848,0.768638101,0.167317335,-0.214670165,0.103803721,-0.48148606,-0.958607315,-0.431798276,-1,-1.22184875,-1.045757491,-1.522878745,6.9,24.5,6.13,2.3,5.5,1.38,0,0.49
33,3,1,0.433,0.408,0.384,0.344,0.27,0.203,0.728,8.08,0.054,0,0,0,57,38,44,0.46,0,0,P,na,na,1,na,125,0.835925479,-0.548842958,5,1991,1.8,4.85,1.62,0.41,0.67,0.22,0.17,0.46,0.15,0.05,0.09,0.03,0.257678575,0.686636269,0.212187604,-0.37675071,-0.167491087,-0.638272164,-0.744727495,-0.327902142,-0.795880017,-1.22184875,-1,-1.397940009,6,16.1,5.37,1.2,1.7,0.57,0,0.43
34,3,1,0.48,1.512,1.08,0.912,0.494,0.26,1.981,17.92,0.027,0,0.054,0.098,84,49,66,0.1,0,0,P,na,na,1,na,143,0.628762815,-0.777597147,5,1991,2.26,6.02,2.01,0.48,0.67,0.22,0.46,1.22,0.41,0.09,0.11,0.04,0.356025857,0.780317312,0.305351369,-0.30980392,-0.167491087,-0.638272164,-0.327902142,0.089905111,-0.37675071,-1,-0.920818754,-1.301029996,4.6,12.4,4.13,0.9,1.3,0.43,0,0.48
35,2,1,0.477,2.796,1.872,1.452,0.796,0.398,3.438,8.58,0.056,0.109,0.591,0.645,85,51,68,0.05,0,0,P,na,na,1,na,146,0.587785252,-0.809016994,5,1991,8.78,17.34,8.67,6.37,12.52,6.26,0.85,1.67,0.84,0.49,0.95,0.48,0.943988875,1.239299479,0.938519725,0.804820679,1.097951071,0.797267541,-0.065501549,0.225309282,-0.070581074,-0.301029996,-0.017728767,-0.30980392,6.4,12.7,6.35,1.4,2.7,1.35,0,0.48
37,4,1,2.222,1.56,1.536,1.524,1.398,0.996,25.346,15.92,0.14,0,0,0.008,78,59,68,3.18,0,0,P,na,na,1,na,165,0.296712819,-0.954966755,6,1991,122.11,230.46,57.62,120.9,223.21,55.8,16.52,34.72,8.68,16.43,34.07,8.52,2.086786796,2.362614402,1.76064862,2.082462221,2.348733104,1.746712023,1.218272854,1.540704783,0.939019776,1.215901813,1.532499586,0.930949031,30,61.1,15.28,27.5,45.9,11.48,0,2.22
38,3,1,0.354,1.044,0.948,0.892,0.578,0.332,1.661,3.08,0.115,0,0.062,0.062,86,56,70,0.16,0,0,P,na,na,1,na,182,0.008606997,-0.999962959,7,1991,1.07,2.99,1,0.12,0.14,0.05,0.05,0.13,0.04,0.01,0.01,0,0.033423755,0.477121255,0.004321374,-0.886056648,-0.823908741,-1.22184875,-1.22184875,-0.853871964,-1.301029996,-1.698970004,-1.698970004,-2,2.9,8,2.67,0.4,0.5,0.17,0,0.35
39,5,1,0.233,1.656,1.02,0.808,0.434,0.217,0.88,6.25,0.037,0.005,0.368,0.43,94,62,75,0.02,0,0,P,na,na,1,na,185,-0.043022233,-0.999074115,7,1991,0.96,4.59,0.92,0.07,0.18,0.04,0.04,0.21,0.04,0,0,0,-0.013228266,0.662757832,-0.031517051,-1.096910013,-0.721246399,-1.301029996,-1.301029996,-0.657577319,-1.301029996,-2,-2,-2,2.7,13.1,2.62,0.2,0.6,0.12,0,0.23
40,3,1,1.463,1.236,1.14,0.984,0.68,0.452,7.342,34.42,0.043,0,0.135,0.165,79,59,69,1.5,0,0,P,na,na,1,na,193,-0.179766586,-0.983709294,7,1991,1.65,4.65,1.55,0.59,1.14,0.38,0.11,0.3,0.1,0.04,0.06,0.02,0.220108088,0.668385917,0.193124598,-0.22184875,0.06069784,-0.408935393,-0.920818754,-0.508638306,-0.958607315,-1.301029996,-1.15490196,-1.522878745,4.6,12.9,4.3,1.6,3.6,1.2,0,1.46
41,2,1,0.273,0.348,0.306,0.288,0.206,0.137,0.344,5,0.055,0,0.055,0.236,93,65,80,0.66,0,0,P,na,na,1,na,203,-0.345612313,-0.938377392,7,1991,1.39,2.71,1.35,0.12,0.17,0.09,0.19,0.38,0.19,0,0,0,0.146128036,0.434568904,0.133538908,-0.886056648,-0.744727495,-1,-0.698970004,-0.408935393,-0.698970004,-2,-2,-2,2.8,5.3,2.65,0.4,0.5,0.25,0,0.27
42,5,1,1.441,0.48,0.462,0.396,0.268,0.164,2.305,57,0.025,0,0.007,0.051,89,55,69,1.05,0,0,P,na,na,1,na,209,-0.440518784,-0.897743394,7,1991,1.96,6.53,1.31,0.95,1.91,0.38,0.3,0.98,0.2,0.14,0.26,0.05,0.294466226,0.815577748,0.120573931,-0.017728767,0.283301229,-0.408935393,-0.508638306,-0.004364805,-0.677780705,-0.823908741,-0.568636236,-1.22184875,4.7,16.4,3.28,2.4,4.7,0.94,0,1.44
43,4,1,1.392,0.492,0.468,0.408,0.312,0.245,2.831,18.83,0.074,0,0,0.003,78,58,69,1.71,0,0,P,na,na,1,na,219,-0.587785252,-0.809016994,8,1991,10.04,24.85,6.21,9.42,15.95,3.99,1.1,2.59,0.65,1.01,1.75,0.44,1.002166062,1.395501124,0.793790385,0.974511693,1.203032887,0.602059991,0.045322979,0.414973348,-0.180456064,0.008600172,0.245512668,-0.346787486,6,16.6,4.15,4,6.4,1.6,0,1.39
44,4,1,0.893,1.152,0.864,0.788,0.678,0.608,4.844,7.25,0.123,0,0,0,81,54,69,0.72,0,0,P,na,na,1,na,246,-0.888057323,-0.459732739,9,1991,0.97,3.59,0.9,0.32,0.79,0.2,0.04,0.16,0.04,0.01,0.03,0.01,-0.008773924,0.556302501,-0.040958608,-0.48148606,-0.096910013,-0.677780705,-1.301029996,-0.769551079,-1.301029996,-1.698970004,-1.397940009,-1.698970004,2.6,9.8,2.45,0.8,1.8,0.45,0,0.89
45,3,1,0.266,0.252,0.204,0.156,0.1,0.08,0.148,15.75,0.017,0,0.016,0.037,75,59,68,0.28,0,0,P,na,na,1,na,254,-0.942761143,-0.333468779,9,1991,0.69,1.94,0.65,0.1,0.17,0.06,0.03,0.09,0.03,0,0,0,-0.15490196,0.290034611,-0.180456064,-0.958607315,-0.744727495,-1.15490196,-1.397940009,-1,-1.397940009,-2,-2,-2,2.2,6.3,2.1,0.3,0.6,0.2,0,0.27
47,3,1,0.973,0.324,0.312,0.264,0.214,0.164,1.219,24.75,0.039,0.069,0.098,0.105,56,34,47,1.29,0,0,P,na,na,1,na,277,-0.998435421,0.05591699,10,1991,1.45,3.69,1.23,0.32,0.7,0.23,0.02,0.05,0.02,0.01,0.02,0.01,0.164352856,0.568201724,0.093421685,-0.48148606,-0.148741651,-0.619788758,-1.522878745,-1.22184875,-1.522878745,-1.698970004,-1.522878745,-1.698970004,3.4,8.6,2.87,0.8,1.7,0.57,0,0.97
48,3,1,0.349,0.18,0.162,0.16,0.148,0.141,0.304,10.5,0.033,0,0,0,55,35,45,0.31,0,0,P,na,na,1,na,286,-0.977848342,0.209314646,10,1991,1.2,3.34,1.11,0.09,0.16,0.05,0.01,0.04,0.01,0,0,0,0.08278537,0.525044807,0.049218023,-1,-0.769551079,-1.22184875,-1.698970004,-1.301029996,-1.698970004,-2,-2,-2,2.8,7.8,2.6,0.2,0.4,0.13,0,0.35
50,3,1,1,0.696,0.618,0.556,0.36,0.207,2.334,26.17,0.038,0,0.469,2.377,57,34,47,0.86,0,0,P,na,na,1,na,301,-0.891981346,0.452072204,10,1991,61.5,89.31,29.77,51.94,66.48,22.16,8.34,11.56,3.85,6.95,8.54,2.85,1.788945727,1.950948714,1.473924693,1.715585552,1.822756333,1.345765693,0.921686475,1.063333359,0.586587305,0.84260924,0.931966115,0.456366033,17,40.5,13.5,6,11,3.67,0,1
51,2,1,0.538,0.648,0.636,0.612,0.588,0.404,2.349,7.67,0.07,0.012,0.403,1.074,50,17,40,0.37,0,0,P,na,na,1,na,305,-0.858763958,0.512371412,11,1991,52.53,70.88,35.44,46.16,58.14,29.07,5.76,8.33,4.17,5,6.81,3.41,1.720490068,1.850584976,1.54961624,1.664359875,1.764549719,1.463594402,0.761175813,0.921166051,0.621176282,0.699837726,0.833784375,0.534026106,15,29,14.5,5.9,10.8,5.4,0,0.54
54,3,1,0.47,0.24,0.21,0.18,0.15,0.129,0.401,18.5,0.025,0,0,0.014,51,31,42,0.61,0,0,P,na,na,1,na,318,-0.723644038,0.690173388,11,1991,14.01,25.37,8.46,11.94,16.66,5.55,1.69,2.98,0.99,1.57,2.11,0.7,1.146748014,1.404491618,0.92788341,1.077367905,1.2219356,0.745074792,0.230448921,0.475671188,0,0.198657087,0.326335861,-0.148741651,11,25.9,8.63,6.2,8.6,2.87,0,0.47
55,4,1,0.402,0.336,0.324,0.296,0.264,0.213,0.683,6.58,0.061,0.011,0.054,0.485,53,35,46,0.35,0,0,P,na,na,1,na,321,-0.687052767,0.726607525,11,1991,27.13,51.04,12.76,22.56,30.94,7.74,4.45,8.51,2.13,3.81,5.39,1.35,1.433609843,1.707995746,1.106190897,1.353531559,1.490660653,0.889301703,0.649334859,0.930439595,0.330413773,0.582063363,0.73239376,0.133538908,14,41.4,10.35,6.3,11.2,2.8,0,0.4
56,5,1,0.484,0.24,0.228,0.208,0.182,0.155,0.51,16.42,0.029,0,0,0.423,48,13,30,0.42,0.5,0,P,S,M,1,na,326,-0.622046748,0.782980104,11,1991,14,33.01,6.6,9.49,13.8,2.76,1.7,4.36,0.87,0.96,1.36,0.27,1.146438135,1.518777069,0.820201459,0.977723605,1.140193679,0.442479769,0.23299611,0.640481437,-0.055517328,-0.013228266,0.136720567,-0.552841969,12,39.6,7.92,5.4,7.8,1.56,0,0.48
57,5,1,0.764,0.42,0.414,0.368,0.294,0.214,1.458,38.5,0.02,0,0.008,0.008,54,14,30,0.46,2.5,3,P,S,M,2,10,332,-0.538005172,0.842941537,11,1991,120.25,158.26,31.65,117.97,140.49,28.1,16.04,19.21,3.84,15.74,17.47,3.49,2.0801212,2.199398602,1.500510911,2.071808392,2.147676324,1.448860846,1.205475037,1.283753383,0.58546073,1.197280558,1.242541428,0.544068044,36,82.4,16.48,30.4,49.6,9.92,0.3,1.06
59,4,1,0.25,0.12,0.12,0.12,0.1,0.08,0.153,7.33,0.034,0,0.034,0.034,50,3,26,0.5,5.5,8,P,S,M,2,13.23,339,-0.432775593,0.901501684,12,1991,6.27,21.18,5.29,0.88,1.57,0.39,0.46,1.56,0.39,0.07,0.13,0.03,0.797959644,1.326130957,0.72427587,-0.050609993,0.198657087,-0.397940009,-0.327902142,0.195899652,-0.397940009,-1.096910013,-0.853871964,-1.397940009,11,35.4,8.85,1.2,1.4,0.35,1.06,1.31
60,3,1,0.41,0.24,0.18,0.16,0.12,0.09,0.303,11.33,0.036,0,0,0,52,17,35,0.31,0,0,P,na,na,1,na,346,-0.321269662,0.946987753,12,1991,110,274,91.33,102.37,250.37,83.46,12,30.3,10.1,11.46,28.66,9.55,2.041432165,2.437766413,1.960661007,2.010215125,2.398599635,1.921530414,1.079543007,1.481585936,1.004751156,1.059563418,1.457427693,0.980457892,36,97,32.33,21,46,15.33,0,0.41
62,3,1,0.268,0.12,0.12,0.112,0.086,0.077,0.123,23.17,0.012,0,0,0,41,29,36,0.07,0,0,P,na,na,1,na,2,0.034421612,0.999407401,1,1992,2.03,5.56,1.85,0.25,0.7,0.23,0.14,0.38,0.13,0.02,0.04,0.01,0.309630167,0.745855195,0.269512944,-0.585026652,-0.148741651,-0.619788758,-0.823908741,-0.408935393,-0.853871964,-1.522878745,-1.301029996,-1.698970004,7.5,20.6,6.87,0.9,2.6,0.87,0,0.27
63,3,1,0.214,0.108,0.078,0.072,0.064,0.053,0.073,8.5,0.025,0,0,0,39,23,35,0.17,0,0,P,na,na,1,na,8,0.137278772,0.990532452,1,1992,3.44,8.29,2.76,1.3,2.38,0.79,0.27,0.64,0.21,0.1,0.19,0.06,0.537819095,0.919078092,0.442479769,0.117271296,0.378397901,-0.096910013,-0.552841969,-0.187086643,-0.657577319,-0.958607315,-0.698970004,-1.15490196,13,31,10.33,5.1,9.1,3.03,0,0.21
70,2,1,0.34,0.96,0.6,0.4,0.26,0.13,0.726,7.08,0.048,0,0,0,36,20,30,0.51,5,1,P,S,M,2,20,46,0.711656622,0.702527474,2,1992,1.55,3.03,1.52,0.21,0.35,0.18,0.07,0.13,0.07,0.01,0.01,0.01,0.193124598,0.482873584,0.184691431,-0.657577319,-0.443697499,-0.721246399,-1.096910013,-0.853871964,-1.096910013,-1.698970004,-1.698970004,-1.698970004,3.7,7.2,3.6,0.2,0.2,0.1,0.2,0.54
71,2,1,0.2,0.48,0.24,0.16,0.08,0.04,0.116,10.08,0.02,0,0.29,0.34,37,30,34,0.45,1.5,2,P,S,M,2,25,49,0.746972088,0.664855398,2,1992,2.05,3.94,1.97,0.36,0.56,0.28,0.07,0.14,0.07,0,0,0,0.31386722,0.596597096,0.29666519,-0.431798276,-0.244125144,-0.537602002,-1.096910013,-0.823908741,-1.096910013,-2,-2,-2,3.5,7,3.5,0,0,0,0.5,0.7
74,3,1,0.35,0.576,0.39,0.3,0.23,0.142,0.5,10.5,0.033,0.006,0.018,0.018,44,36,40,0.34,0,0,P,na,na,1,na,65,0.89963087,0.436651232,3,1992,67.35,109.43,36.48,51.7,63.19,21.06,10.74,14.65,4.88,9.24,10.99,3.66,1.828402078,2.039176084,1.562173863,1.713574538,1.800717078,1.323664536,1.031408464,1.16613397,0.689308859,0.966141733,1.041392685,0.564666064,32,71,23.67,13,20,6.67,0,0.35
75,3,1,0.562,0.288,0.282,0.256,0.198,0.15,0.684,19.25,0.029,0,0.379,0.409,53,15,35,1.3,na,1,P,S,M,2,16.67,68,0.920971288,0.38963045,3,1992,83.98,118.28,39.43,67.84,70.35,23.45,22.74,25.43,8.48,21.95,22.35,7.45,1.924227581,2.072948032,1.595936906,1.831549852,1.847325831,1.370328008,1.356981401,1.405517107,0.92890769,1.341632336,1.349471799,0.872738827,36,81,27,10,10,3.33,0.17,0.73
76,4,1,0.286,0.348,0.276,0.244,0.202,0.143,0.375,3.17,0.09,0,0,0,47,15,33,0.15,0,0,P,na,na,1,na,76,0.965739938,0.259511797,3,1992,5.69,17.64,4.41,2.43,4.39,1.1,0.36,1.1,0.28,0.16,0.29,0.07,0.755874856,1.24674471,0.645422269,0.387389826,0.643452676,0.045322979,-0.431798276,0.045322979,-0.537602002,-0.769551079,-0.522878745,-1.096910013,13,40.5,10.13,5.6,10.1,2.53,0,0.29
80,3,1,0.83,0.6,0.492,0.476,0.392,0.319,2.346,10.92,0.076,0,0.019,0.03,51,25,39,1.35,0,0,P,,,1,,101,0.98594815,-0.167051626,4,1992,49.35,82.27,27.42,45.16,71.54,23.85,12.86,19.29,6.43,12.4,18.13,6.04,1.693375151,1.915294283,1.438225808,1.654850091,1.854609638,1.377670439,1.109578547,1.285557309,0.808885867,1.093771781,1.258637283,0.781755375,27,50.6,16.87,17,24.6,8.2,0,0.83
81,4,1,0.803,0.612,0.486,0.372,0.234,0.138,1.134,14.25,0.056,0.033,0.033,0.065,46,36,41,0.92,0,0,P,,,1,,106,0.967937783,-0.251190064,4,1992,85.6,113.96,28.49,83.52,96.4,24.1,20.49,26.03,6.51,20.28,24.08,6.02,1.932524497,2.056790548,1.45484486,1.921842481,1.984122083,1.38219721,1.311753861,1.41564098,0.814247596,1.307282047,1.3818368,0.780317312,28,71.5,17.88,22.5,32.5,8.13,0,0.8
82,5,1,0.346,1.548,1.08,0.768,0.448,0.293,1.225,6.33,0.055,0,0,0,67,40,53,0.63,0,0,P,,,1,,132,0.763888613,-0.645348113,5,1992,0.79,3.53,0.71,0.14,0.31,0.06,0.02,0.11,0.02,0,0,0,-0.096910013,0.549003262,-0.142667504,-0.823908741,-0.494850022,-1.15490196,-1.522878745,-0.920818754,-1.522878745,-2,-2,-2,4.5,19.8,3.96,0.8,1.7,0.34,0,0.35
83,4,1,0.469,0.336,0.24,0.196,0.154,0.148,0.417,12.75,0.037,0,0,0,75,54,63,0.56,0,0,P,,,1,,156,0.440518784,-0.897743394,6,1992,1.05,3.87,0.97,0.27,0.52,0.13,0.08,0.26,0.06,0.03,0.06,0.02,0.025305865,0.588831726,-0.008773924,-0.552841969,-0.27572413,-0.853871964,-1.045757491,-0.568636236,-1.15490196,-1.397940009,-1.15490196,-1.522878745,3.1,11,2.75,0.7,1.3,0.33,0,0.47
84,2,1,0.421,0.384,0.264,0.24,0.21,0.2,0.592,3,0.14,0,0.016,0.016,75,54,63,0.19,0,0,P,,,1,,167,0.263665493,-0.964614176,6,1992,0.83,1.66,0.83,0.09,0.09,0.05,0.06,0.12,0.06,0.02,0.02,0.01,-0.075720714,0.222716471,-0.075720714,-1,-1,-1.22184875,-1.15490196,-0.886056648,-1.15490196,-1.522878745,-1.522878745,-1.698970004,2.3,4.5,2.25,0.1,0.1,0.05,0,0.42
85,4,1,0.257,2.244,1.29,0.896,0.49,na,1.178,0.75,0.343,0,0.431,0.447,78,43,61,0.86,0,0,P,,,1,,169,0.23030567,-0.973118337,6,1992,0.75,2.91,0.73,0.17,0.27,0.07,0.04,0.14,0.04,0.01,0.02,0.01,-0.119186408,0.465382851,-0.13076828,-0.744727495,-0.552841969,-1.096910013,-1.301029996,-0.823908741,-1.301029996,-1.698970004,-1.522878745,-1.698970004,2.5,9.6,2.4,0.3,0.6,0.15,0,0.26
86,5,1,0.351,1.836,1.398,1.036,0.542,0.311,1.643,4.08,0.086,0,0.037,0.037,72,48,60,0.55,0,0,P,,,1,,177,0.09453675,-0.995521372,6,1992,0.59,2.69,0.54,0.08,0.18,0.04,0.05,0.15,0.03,0.01,0.02,0,-0.22184875,0.431363764,-0.259637311,-1.045757491,-0.721246399,-1.301029996,-1.22184875,-0.795880017,-1.397940009,-1.698970004,-1.522878745,-2,2.8,13.3,2.66,0.4,0.9,0.18,0,0.35
87,1,1,0.279,0.54,0.42,0.36,0.342,0.231,0.671,4.67,0.06,0,0.133,0.133,85,65,75,0.24,0,0,P,,,1,,192,-0.162807013,-0.986657933,7,1992,0.45,0.45,0.45,0,0,0,0.42,0.42,0.42,0,0,0,-0.337242168,-0.337242168,-0.337242168,-2,-2,-2,-0.366531544,-0.366531544,-0.366531544,-2,-2,-2,2.6,2.6,2.6,0.2,0.4,0.2,0,0.28
89,4,1,0.922,0.504,0.438,0.424,0.398,0.31,2.558,7.17,0.129,0,0,0.054,90,60,73,0.73,0,0,P,,,1,,220,-0.601624063,-0.798779373,8,1992,1.17,3.76,0.94,0.39,0.67,0.17,0.42,1.32,0.33,0.12,0.26,0.07,0.071882007,0.57634135,-0.022276395,-0.397940009,-0.167491087,-0.744727495,-0.366531544,0.123851641,-0.468521083,-0.886056648,-0.568636236,-1.096910013,3.3,10.8,2.7,1.2,2,0.5,0,0.92
90,2,1,0.74,0.492,0.486,0.432,0.37,0.298,1.861,13.42,0.055,0,0,0.922,73,52,62,0.62,0,0,P,,,1,,225,-0.668063864,-0.74410394,8,1992,0.98,1.87,0.94,0.23,0.37,0.19,0.27,0.51,0.26,0.08,0.13,0.07,-0.004364805,0.274157849,-0.022276395,-0.619788758,-0.420216403,-0.698970004,-0.552841969,-0.283996656,-0.568636236,-1.045757491,-0.853871964,-1.096910013,3,5.8,2.9,0.6,1,0.5,0,0.74
91,3,1,0.207,0.84,0.6,0.564,0.378,na,0.607,0.83,0.248,0,0,0,76,52,66,0.31,0,0,P,,,1,,246,-0.888057323,-0.459732739,9,1992,0.72,2.08,0.69,0.05,0.08,0.03,0.04,0.11,0.04,0.01,0.02,0.01,-0.13667714,0.320146286,-0.15490196,-1.22184875,-1.045757491,-1.397940009,-1.301029996,-0.920818754,-1.301029996,-1.698970004,-1.522878745,-1.698970004,1.8,5.3,1.77,0.1,0.2,0.07,0,0.21
92,2,1,0.32,0.372,0.27,0.232,0.17,0.139,0.328,9.83,0.033,0,0,0.207,71,58,65,0.2,0,0,P,,,1,,250,-0.917583626,-0.397542814,9,1992,0.86,1.68,0.84,0.15,0.26,0.13,0.03,0.07,0.03,0,0,0,-0.060480747,0.227886705,-0.070581074,-0.795880017,-0.568636236,-0.853871964,-1.397940009,-1.096910013,-1.397940009,-2,-2,-2,2,4,2,0.3,0.6,0.3,0,0.32
93,4,1,0.703,1.044,0.858,0.788,0.704,0.539,3.947,4.83,0.145,0,0.228,0.322,69,45,59,0.54,0,0,P,,,1,,253,-0.936881346,-0.349647455,9,1992,1.07,3.8,0.95,0.28,0.6,0.15,0.04,0.14,0.04,0.01,0.02,0.01,0.033423755,0.580924976,-0.017728767,-0.537602002,-0.214670165,-0.795880017,-1.301029996,-0.823908741,-1.301029996,-1.698970004,-1.522878745,-1.698970004,2.5,8.8,2.2,0.7,1.4,0.35,0,0.7
94,1,1,1.034,2.496,2.166,1.68,1.024,0.595,8.591,8.08,0.128,0,0,0.562,65,57,61,0.53,0,0,P,,,1,,258,-0.963470549,-0.267814305,9,1992,2.7,2.7,2.7,1.21,1.21,1.21,0.26,0.26,0.26,0.19,0.19,0.19,0.432969291,0.432969291,0.432969291,0.086359831,0.086359831,0.086359831,-0.568636236,-0.568636236,-0.568636236,-0.698970004,-0.698970004,-0.698970004,2.9,2.9,2.9,0,0,0,0,1.03
96,2,1,0.208,0.144,0.132,0.128,0.124,0.107,0.143,10.25,0.02,0,1.044,2.124,65,48,57,0.2,0,0,P,,,1,,264,-0.98594815,-0.167051626,9,1992,2.4,4.42,2.21,0.75,1.11,0.56,0.15,0.25,0.12,0.07,0.09,0.05,0.382017043,0.646403726,0.346352974,-0.119186408,0.049218023,-0.244125144,-0.795880017,-0.585026652,-0.886056648,-1.096910013,-1,-1.22184875,3.5,6.8,3.4,0.6,1,0.5,0,0.21
97,5,1,0.98,0.876,0.768,0.556,0.428,0.301,2.839,17.42,0.056,0,0,0,65,36,53,0.6,0,0,P,,,1,,270,-0.997917161,-0.064508449,9,1992,3.6,9.14,1.83,2.45,4.61,0.92,0.32,0.82,0.16,0.27,0.61,0.12,0.557507202,0.961421094,0.264817823,0.390935107,0.664641976,-0.031517051,-0.48148606,-0.080921908,-0.769551079,-0.552841969,-0.207608311,-0.886056648,4.4,15.6,3.12,2,3.4,0.68,0,0.98
98,5,1,0.228,0.648,0.552,0.436,0.248,0.131,0.431,10.67,0.021,0,0,0,62,42,52,0.26,0,0,P,,,1,,282,-0.989932495,0.141540295,10,1992,0.5,2.37,0.47,0.08,0.2,0.04,0.02,0.1,0.02,0.01,0.02,0,-0.292429824,0.376576957,-0.318758763,-1.045757491,-0.677780705,-1.301029996,-1.522878745,-0.958607315,-1.522878745,-1.698970004,-1.522878745,-2,2.6,12.4,2.48,0.3,1.1,0.22,0,0.23
99,3,1,0.506,0.36,0.3,0.264,0.248,0.231,0.807,14.17,0.036,0.007,0.018,0.051,51,29,42,0.61,0,0,P,,,1,,289,-0.965739938,0.259511797,10,1992,0.52,1.38,0.46,0.14,0.19,0.06,0.02,0.05,0.02,0.01,0.01,0,-0.27572413,0.1430148,-0.327902142,-0.823908741,-0.698970004,-1.15490196,-1.522878745,-1.22184875,-1.522878745,-1.698970004,-1.698970004,-2,3.1,8.2,2.73,0.9,1.1,0.37,0,0.51
